Sentence,Label
তোরা আমারে অনেক কতা মনে করাইয়া দিছস।,Cumilla
শুভ রাতিয়ে।,Chittagong
ফানি দে।,Chittagong
তোমার কি কিচু কবার আছে?,Rangpur
দুপুরে টাইম মতো ফিরা আইসো।,Pabna
গরম কইরা পানি খাও।,Bogura
আইজক্যা থাকি মুঁইও শুরু করিম,Rangpur
আত্তু বেশি গম লাইজ্ঞে,Chittagong
এই জন্যে মুরুব্বীর ঘর কয়,Rangpur
গরম পানি হা,Chittagong
"মুরুব্বীর ঘর কয়, ছাওয়া পোয়াক বেশী নেকাপড়া করা ভালো নোমায়।",Rangpur
তোমার সাতে একনা কথা কমো?,Rangpur
এইখানে থাকিস,Pabna
দয়া কইরা ইকটু চুপ করেন।,Pabna
মোক অস্কার দেমেন,Rangpur
হতাত হতাত ইংরেজিত মাতিবাদে ইয়ান আরাত্তু গম ন লাগিব,Chittagong
ইয়া দুরও,Chittagong
আমারে সাহায্য করনের লাইগা আপনারে ধন্যবাদ।,Cumilla
কি বিস্ময়কর!,Pabna
আমি এইডে পারবো না।,Pabna
তুমরা শুধু আমাক কেন কও?,Pabna
তুমি কিতা ফুরান ছবি/ছিনপমা দেখোনি?,Sylhet
মোক দেখাইচে আগ,Rangpur
আমার লাইগা কিছু মিষ্টি আইনেন?,Pabna
আই ত তোয়ার হতা ভাইপ্পিলাম দে,Chittagong
একদিন শুননু,Rangpur
আমরা এখলগে খেলতাম।,Sylhet
মিচ্চ্যাকনা সময়ের জন্যে বিশ্রাম নে।,Rangpur
হঁত্তেত্তুন আইলেন?,Chittagong
কোনটেরে তুই,Rangpur
হইছে হইছে আর লাগবি না,Bogura
তুই কি কস?,Pabna
"অনুরোধ করি বারে,কতা কম কও।",Bogura
সবাক ডাকাও।,Rangpur
হাসতে পারতাছি না।,Cumilla
সবায় তোর উপরত নির্ভর করবের পারে।,Rangpur
সকলির সাথে ভালো ব্যবহার কইরো,Bogura
তুমি কিতা নয়া দোস্ত বানাইতে ছাইরায়?,Sylhet
আমারে সত্যি কথাডা ক।,Pabna
মোর জন্যে একনা জাগা ছাড়ি দেন।,Rangpur
এটা খুবে ভালো সময় কাটানোর সুযোগ।,Rangpur
ছয়ডার দিকে আসমু।,Bogura
ইতে হনদিন হথা দি হথা ন রাখে,Chittagong
হামারও শরম না নাগে,Rangpur
হামি আবার কাইলকা বিয়া খাইবা যামু।,Bogura
এগান আর পিয় হানা,Chittagong
আইজ বাইরোত যাবার মন নাই,Rangpur
ধন্যবাদ! কি উপহার!,Pabna
দয়া করি একটা ভাল বইয়ের নাম কন।,Rangpur
তাও/পৃষ্টা উল্টাও।,Sylhet
এক্কানা হুঁশিয়ার অইত্যে কন।,Chittagong
মোর আম্মার বহুত ভ্যালা কইরা রান্দেন।,Bogura
এহনো মাঝে মধ্যি তুমার কতা মনে পড়ে।,Pabna
আসতে বেশি দেরী কইরেন না।,Pabna
তুমরা কও।,Pabna
আই খেলা ন বুঝি,Chittagong
ততসময় পানটা চাবাও।,Sylhet
"আমারে অক্কু সময় দিও, দয়া করি।",Sylhet
বেডায় আমারে দুই চোখে দেখত পারে না,Sylhet
"আইচ্ছা,এডো কি শুনলাম।",Bogura
মোক সত্যি ক।,Rangpur
আশতাম ফারিয়ার না।,Sylhet
আঁই অহন যামু।,Cumilla
আন্দাজেই! কিডা কইসে তোক?,Pabna
কাইলকা সক্কাল সক্কাল উঠমু,Bogura
ফ্যান ছাড়ো তো,Bogura
আমার কিতাউ কউয়ার নাই,Sylhet
তুই এন কি ভাবোর দে?,Chittagong
আমারে কিছু কও,Pabna
আঁই অহন খাইতাম না।,Cumilla
কুমিল্লার ভাষায় একটা কতা কইয়া যান।,Cumilla
তুই কি এমন কিছু শুনছিশ যেটা অদ্ভুত?,Rangpur
"ইতাত কে কিতা কয়, ইতা আমরার দেখার বিষয় নায়।",Sylhet
আমি কি আপনার কাছ থেকে কিছু জিজ্ঞেস করতে পারি?,Chittagong
গামলায় আমি তুমার জন্যি ভাত তুলে রাখসি।,Pabna
তোরা আবার,Pabna
আশ্চর্য! এমনডাও হয়!,Pabna
রাইতে শ্যাষ করমু।,Bogura
রাইত্তে গাড়ি।,Chittagong
তাড়াতাড়ি খাও,Bogura
হে পরতেখদিন বিয়ানে আটে।,Sylhet
ইতা কথা তউয়া তোমরা আসল কথা কও,Sylhet
বাহ! কেমনে সম্ভব!,Pabna
মোর মবাইল টা আনি দে ত।,Rangpur
হাজ ইবা গরি রাখ।,Chittagong
তুমি কিতা আমার লগে আইবায় নি?,Sylhet
আপনার কি কিছু কওয়ার আছে?,Pabna
খামর লিস্ট বানাও।,Sylhet
ছুটি পাইছি আইজক্যা,Bogura
ইতে আঁর পরাণর বন্ধু।,Chittagong
হামাইক্কা যাইয়ুম গই।,Chittagong
তোর ছোটোবেলার সেরা সিরিতি কি?,Rangpur
কি অদ্ভুত টাইপর মানুশ!,Sylhet
কী বিপদে পড়লাম!,Cumilla
আসসারাপ ! হনে হইয়ে দে তুয়ারে,Chittagong
তোমার ফড়ার জাগা সাফ খরো।,Sylhet
আওয়াজডা এল্লা কমাও,Bogura
তোমরাগুলাক আচচেন একনা বইসো,Rangpur
"ভালো কইরা ঘুমাইও,,শুভ রাইত।",Bogura
আঁই কুমিল্লার,Cumilla
ধন্যবাদ! কী উপহার!,Cumilla
সবর লগে ভালা ব্যবহার খরিও।,Sylhet
তুই এলাও এইতক্যার আও করিস,Rangpur
তুমি তো কোনো সময়ই স্বীকার করবার চাও না নিজের ভুল.,Bogura
